subtype,gene,direction
3,FAM92A,down
3,FAM50A,up
3,FAM3D,up
3,FAM3B,up
3,FAM3B,down
3,FAM24B,down
3,FAM221B,down
3,FAM219B,down
3,FAM219B,up
3,FAM210A,up
3,FAM210A,down
3,FAM20C,up
3,FAM20B,down
3,FAM20B,down
3,FAM20A,up
3,FAM204A,up
3,FAM189A2,up
3,FAM189A2,down
3,FAM189A2,down
3,FAM177A1,up
3,FAM171B,up
3,FAM171A2,up
3,FAM162A,up
3,FAM162A,down
3,FAM160B1,up
3,FAM160B1,down
3,FAM151B,up
3,FAM151A,down
3,FAM110A,up
3,FAM110A,down
3,FAM102B,down
3,FAHD2A,up
3,FAH,up
3,FAF2,up
3,FAF2,down
3,FADD,up
3,FABP9,down
3,FABP6,down
3,FABP6,down
3,FABP4,up
3,FABP4,down
3,FABP3,up
3,FABP2,down
3,FABP1,down
3,FABP1,down
3,F9,up
3,F8,up
3,F5,down
3,F3,up
3,F2,down
3,F13B,up
3,F11R,down
3,EZR,down
3,EYA2,up
3,EXOSC1,up
3,EXD1,down
3,EXD1,up
3,EWSR1,down
3,EWSR1,up
3,EVPL,up
3,EVPL,up
3,EVL,down
3,EURL,down
3,EURL,down
3,ETV5,down
3,ETV5,down
3,ETV4,down
3,ETNK2,down
3,ETNK2,up
3,ETNK1,down
3,ESS2,down
3,ESS2,up
3,ESRP1,up
3,ESM1,up
3,ESD,up
3,ESAM,down
3,ERP44,down
3,ERP29,up
3,ERP29,up
3,ERP29,down
3,ERP27,up
3,ERLEC1,up
3,ERLEC1,up
3,ERH,down
3,ERH,down
3,ERGIC1,down
3,EREG,down
3,ERC1,up
3,ERC1,down
3,ERC1,down
3,ERBB4,up
3,ERBB3,up
3,EPS8L2,down
3,EPS8L1,down
3,EPOR,up
3,EPOR,down
3,EPO,up
3,EPO,up
3,EPN1,down
3,EPHB6,up
3,EPHB6,down
3,EPHB4,down
3,EPHB4,up
3,EPHB2,up
3,EPHA3,down
3,EPHA2,up
3,EPHA10,up
3,EPHA10,down
3,EPHA10,down
3,EPHA1,down
3,EPDR1,up
3,EOLA1,up
3,EOLA1,up
3,ENTPD6,down
3,ENTPD1,up
3,ENSA,up
3,ENPP6,up
3,ENPP5,down
3,ENPP5,up
3,ENOX2,up
3,ENOX1,up
3,ENO3,down
3,ENO2,down
3,ENO2,up
3,ENO1,up
3,ENGASE,down
3,ENAH,down
3,ENAH,down
3,EMG1,up
3,EMC10,down
3,EMC1,down
3,EMC1,up
3,EMC1,up
3,ELMO1,up
3,ELL2,up
3,ELK1,up
3,ELK1,down
3,ELK1,down
3,ELF5,up
3,ELAVL1,down
3,ELAPOR1,up
3,ELAPOR1,up
3,ELAPOR1,down
3,EIF5A,up
3,EIF5A,down
3,EIF5,up
3,EIF4H,up
3,EIF4H,up
3,EIF4G3,up
3,EIF4G2,down
3,EIF4G2,up
3,EIF4EBP2,down
3,EIF4EBP2,up
3,EIF4EBP1,up
3,EIF4E,down
3,EIF4E,up
3,EIF4B,up
3,EIF4A3,up
3,EIF4A3,down
3,EIF4A2,up
3,EIF4A2,up
3,EIF3G,up
3,EIF3G,down
3,EIF3G,down
3,EIF3B,down
3,EIF3B,up
3,EIF2S2,down
3,EIF2S1,up
3,EIF2S1,down
3,EIF2B1,down
3,EIF2A,down
3,EIF2A,up
3,EIF1B,down
3,EIF1B,up
3,EIF1AY,up
3,EIF1AY,down
3,EIF1AX,down
3,EIF1AX,down
3,EHMT2,down
3,EHD3,up
3,EHD3,down
3,EHD3,up
3,EHD2,down
3,EHD1,up
3,EHD1,down
3,EHD1,down
3,EHBP1,down
3,EGLN3,up
3,EGLN2,down
3,EGLN1,down
3,EGLN1,up
3,EGFR,down
3,EGFR,up
3,EGFLAM,down
3,EGFLAM,up
3,EGF,down
3,EFS,down
3,EFS,down
3,EFNB3,up
3,EFNB3,down
3,EFNB2,down
3,EFNB2,up
3,EFNB1,down
3,EFNB1,up
3,EFNA5,down
3,EFNA4,down
3,EFNA3,up
3,EFNA3,down
3,EFNA3,up
3,EFNA2,down
3,EFNA2,down
3,EFNA1,up
3,EFHD2,up
3,EFHD2,up
3,EFHD1,down
3,EFEMP1,up
3,EFCAB14,down
3,EFCAB1,down
3,EEF1G,up
3,EEF1E1,up
3,EEF1D,up
3,EEF1D,down
3,EEF1B2,up
3,EEF1B2,down
3,EEF1A1,up
3,EEF1A1,up
3,EDN3,up
3,EDN2,up
3,EDN2,down
3,EDN2,down
3,EDN1,up
3,EDEM2,down
3,EDDM3B,up
3,EDC4,up
3,EDA2R,down
3,EDA2R,up
3,EDA,up
3,EDA,down
3,ECRG4,down
3,ECM1,down
3,ECM1,up
3,ECM1,down
3,ECI1,down
3,ECE1,up
3,ECE1,down
3,EBP,up
3,EBI3,up
3,EBAG9,down
3,DYTN,up
3,DYTN,up
3,DYRK3,down
3,DYRK3,up
3,DYRK1A,down
3,DYNLT1,up
3,DYNLRB1,up
3,DYNLL2,up
3,DYNLL2,down
3,DYNLL1,up
3,DYNC1LI2,down
3,DUSP6,up
3,DUSP3,down
3,DUSP28,up
3,DUSP28,up
3,DUSP26,down
3,DUSP18,up
3,DUSP13,up
3,DUS2,down
3,DTYMK,up
3,DTYMK,down
3,DTNA,down
3,DTD1,up
3,DTD1,up
3,DTD1,down
3,DSTN,up
3,DSTN,up
3,DSTN,down
3,DSG3,up
3,DSG2,up
3,DSG1,down
3,DSC3,up
3,DSC3,down
3,DSC3,down
3,DSC2,down
3,DSC2,up
3,DRG1,down
3,DPYSL3,up
3,DPYSL3,up
3,DPYS,down
3,DPY30,up
3,DPY30,down
3,DPT,up
3,DPPA4,down
3,DPPA4,up
3,DPP10,up
3,DPP10,down
3,DPH7,up
3,DPH2,up
3,DPEP2,down
3,DOK2,down
3,DOK2,down
3,DOK1,down
3,DOCK9,down
3,DOCK2,up
3,DOCK2,down
3,DNPH1,up
3,DNPH1,up
3,DNM2,down
3,DNM2,up
3,DNM2,up
3,DNM1L,up
3,DNM1,down
3,DNM1,down
3,DNM1,down
3,DNER,down
3,DNASE1L2,down
3,DNALI1,down
3,DNAJC4,down
3,DNAJC4,down
3,DNAJC30,up
3,DNAJC30,down
3,DNAJC19,up
3,DNAJC19,up
3,DNAJC17,down
3,DNAJC16,down
3,DNAJC11,up
3,DNAJC11,up
3,DNAJC1,up
3,DNAJB9,up
3,DNAJB8,up
3,DNAJB6,down
3,DNAJB6,down
3,DNAJB4,up
3,DNAJB4,down
3,DNAJB2,up
3,DNAJB2,up
3,DNAJB14,up
3,DNAJB12,down
3,DNAJB12,down
3,DNAJB1,down
3,DMRTC2,down
3,DMKN,up
3,DMC1,up
3,DMBT1,down
3,DLX4,up
3,DLX3,down
3,DLST,up
3,DLL4,up
3,DLL1,up
3,DLK2,down
3,DLK1,down
3,DLGAP4,down
3,DLGAP4,down
3,DLG3,up
3,DLG2,down
3,DLD,up
3,DLD,up
3,DLAT,down
3,DLAT,down
3,DKK4,up
3,DKK3,up
3,DKK2,down
3,DKK2,down
3,DKK1,down
3,DIRAS1,down
3,DIPK1C,up
3,DIDO1,down
3,DHX8,down
3,DHX58,down
3,DHRS9,up
3,DHRS4,up
3,DHRS3,up
3,DHRS3,up
3,DHODH,down
3,DHH,up
3,DGCR2,up
3,DES,up
3,DENR,down
3,DENND10,up
3,DEFB4A,down
3,DEFB135,down
3,DEFB135,down
3,DEFB132,down
3,DEFB129,down
3,DEFB119,up
3,DEFB118,up
3,DEFB115,up
3,DEFB110,up
3,DEFB110,down
3,DEFB107A,down
3,DEFB106A,up
3,DEFB103A,up
3,DEFB1,down
3,DEFA5,up
3,DEFA5,down
3,DEFA3,down
3,DEFA1,up
3,DECR1,up
3,DEAF1,down
3,DDX6,down
3,DDX6,up
3,DDX46,up
3,DDX46,up
3,DDX39B,up
3,DDX19B,down
3,DDX19B,up
3,DDX19A,up
3,DDX19A,up
3,DDT,down
3,DDR2,down
3,DDOST,down
3,DDIT4,up
3,DDIT3,up
3,DDIT3,down
3,DDHD2,down
3,DDC,down
3,DDC,up
3,DDAH1,down
3,DCXR,down
3,DCUN1D3,up
3,DCUN1D2,down
3,DCUN1D1,up
3,DCTPP1,down
3,DCTN6,down
3,DCTN2,down
3,DCTD,up
3,DCT,up
3,DCN,down
3,DCLK1,down
3,DCC,down
3,DCBLD1,down
3,DCAF5,down
3,DCAF12,down
3,DCAF12,down
3,DCAF11,up
3,DBNL,down
3,DBNL,down
3,DBNDD2,up
3,DBI,down
3,DBI,up
3,DAXX,up
3,DARS2,down
3,DARS2,down
3,DARS2,down
3,DARS1,up
3,DARS1,up
3,DARS1,up
3,DAPP1,up
3,DAPP1,down
3,DAPP1,up
3,DAPK2,up
3,DAG1,up
3,DAB2,down
3,DAB2,down
3,DAB2,down
3,CYTL1,down
3,CYTH4,up
3,CYTH4,up
3,CYRIB,up
3,CYRIB,up
3,CYP3A4,down
3,CYP3A4,up
3,CYCS,up
3,CYBRD1,up
3,CYB5R3,down
3,CYB5R2,up
3,CYB5R2,down
3,CYB5R1,down
3,CXCL9,down
3,CXCL9,down
3,CXCL8,down
3,CXCL8,down
3,CXCL3,up
3,CXCL16,up
3,CXCL14,down
3,CXCL14,down
3,CXCL13,up
3,CXCL10,up
3,CXCL1,down
3,CXADR,down
3,CXADR,down
3,CX3CL1,down
3,CWF19L1,up
3,CWF19L1,down
3,CUL1,down
3,CUEDC1,down
3,CUBN,down
3,CTSZ,up
3,CTSV,up
3,CTSS,up
3,CTSG,up
3,CTSF,up
3,CTSD,down
3,CTSB,up
3,CTSB,up
3,CTSA,down
3,CTRC,down
3,CTRC,down
3,CTPS1,up
3,CTPS1,down
3,CTNNBIP1,up
3,CTNNB1,down
3,CTNNA2,up
3,CTHRC1,down
3,CTHRC1,up
3,CTDSPL,down
3,CTDSP1,up
3,CTDSP1,down
3,CTCF,up
3,CTCF,up
3,CTBP1,down
3,CTAG1A,up
3,CT83,down
3,CT55,down
3,CSTF1,up
3,CSTB,down
3,CST8,up
3,CST8,down
3,CST7,up
3,CST7,up
3,CST6,down
3,CST6,down
3,CST5,down
3,CST3,down
3,CST2,up
3,CSRP3,down
3,CSRP2,up
3,CSRP2,down
3,CSRP1,up
3,CSRP1,up
3,CSRP1,up
3,CSNK2A1,up
3,CSNK2A1,down
3,CSNK1G2,up
3,CSNK1G1,up
3,CSNK1D,down
3,CSMD2,down
3,CSMD1,up
3,CSK,down
3,CSK,down
3,CSK,down
3,CSF3,down
3,CSF3,down
3,CSF1,up
3,CSF1,up
3,CSDE1,down
3,CS,up
3,CS,up
3,CRYZ,down
3,CRYGS,down
3,CRYGD,down
3,CRYGA,down
3,CRYBB1,down
3,CRYBB1,up
3,CRTC3,up
3,CRTC3,up
3,CRTAM,down
3,CRTAC1,up
3,CRTAC1,down
3,CRPPA,down
3,CRP,up
3,CRLF2,up
3,CRLF2,up
3,CRKL,up
3,CRKL,up
3,CRK,up
3,CRISP3,up
3,CRIP2,down
3,CRIP1,up
3,CRIM1,down
3,CRHBP,down
3,CRH,up
3,CRH,down
3,CRELD1,up
3,CREG1,up
3,CREBBP,down
3,CREBBP,down
3,CREB3L4,up
3,CREB1,up
3,CRAT,up
3,CRACR2A,up
3,CRABP2,up
3,CRABP1,down
3,CPXM1,down
3,CPTP,up
3,CPQ,up
3,CPQ,down
3,CPQ,up
3,CPNE7,up
3,CPNE1,down
3,CPNE1,down
3,CPN2,down
3,CPN1,down
3,CPM,up
3,CPM,up
3,CPLX2,up
3,CPLX1,up
3,CPE,down
3,CPD,down
3,CPB2,down
3,CP,down
3,CP,up
3,COX5A,down
3,COX4I2,up
3,COX19,up
3,COX19,up
3,COX19,up
3,COTL1,up
3,COQ9,up
3,COQ5,up
3,COPS8,up
3,COPS8,up
3,COPS2,up
3,COPB2,up
3,COPB2,up
3,COMTD1,up
3,COMT,up
3,COMT,up
3,COMT,up
3,COMP,up
3,COMMD8,up
3,COMMD6,up
3,COMMD1,up
3,COLGALT2,up
3,COLGALT1,up
3,COLEC12,up
3,COL9A3,up
3,COL9A1,up
3,COL9A1,up
3,COL6A3,up
3,COL6A2,up
3,COL6A2,up
3,COL5A1,up
3,COL28A1,up
3,COL23A1,up
3,COL23A1,up
3,COL1A1,up
3,COL18A1,up
3,COL15A1,up
3,COL15A1,up
3,COL15A1,up
3,COL13A1,up
3,COL11A2,up
3,COL10A1,up
3,COG8,up
3,COASY,up
3,COA4,up
3,COA4,up
3,CNTNAP2,up
3,CNTN5,up
3,CNTN5,up
3,CNTN4,up
3,CNTN4,up
3,CNTN3,up
3,CNTN1,up
3,CNTN1,up
3,CNTFR,up
3,CNPY3,up
3,CNPY3,up
3,CNPY3,up
3,CNN2,up
3,CNMD,up
3,CNGA2,up
3,CNDP1,up
3,CMTM4,up
3,CMPK1,up
3,CMC4,up
3,CMBL,up
3,CLUH,up
3,CLTA,up
3,CLTA,up
3,CLSTN3,up
3,CLPSL1,up
3,CLPP,up
3,CLN5,up
3,CLMP,up
3,CLMP,up
3,CLK2,up
3,CLINT1,up
3,CLIC5,up
3,CLIC4,up
3,CLIC4,up
3,CLIC4,up
3,CLIC3,up
3,CLIC2,up
3,CLIC1,up
3,CLIC1,up
3,CLIC1,up
3,CLEC9A,up
3,CLEC7A,down
3,CLEC7A,up
3,CLEC4G,up
3,CLEC4G,up
3,CLEC4C,up
3,CLEC3B,up
3,CLEC2L,up
3,CLEC2D,up
3,CLEC1B,up
3,CLEC1B,up
3,CLEC1A,up
3,CLEC11A,up
3,CLEC11A,down
3,CLCA2,up
3,CLCA1,up
3,CKS1B,up
3,CKMT1A,up
3,CKM,up
3,CKB,up
3,CKB,up
3,CKAP2,up
3,CKAP2,down
3,CISD2,up
3,CISD2,up
3,CISD1,up
3,CIRBP,down
3,CIRBP,up
3,CILP2,up
3,CILP,up
3,CILP,down
3,CIB1,up
3,CIAO1,up
3,CHTF8,up
3,CHST6,up
3,CHST4,up
3,CHST2,up
3,CHST2,down
3,CHST15,up
3,CHST14,up
3,CHST14,down
3,CHST12,up
3,CHST11,up
3,CHST11,up
3,CHST10,up
3,CHST1,up
3,CHST1,up
3,CHRNA5,up
3,CHRD,up
3,CHN1,up
3,CHMP2B,up
3,CHMP2B,up
3,CHMP2A,up
3,CHMP2A,up
3,CHMP2A,up
3,CHMP1B,down
3,CHMP1B,up
3,CHMP1A,up
3,CHMP1A,down
3,CHL1,up
3,CHI3L1,up
3,CHGB,up
3,CHGA,up
3,CHGA,up
3,CHFR,up
3,CHEK2,up
3,CHD1L,down
3,CHCHD7,up
3,CHCHD10,down
3,CHAC2,down
3,CGREF1,up
3,CGREF1,up
3,CGB3,up
3,CGB2,up
3,CGB2,down
3,CFP,up
3,CFP,up
3,CFL2,up
3,CFL1,up
3,CFHR5,up
3,CFHR3,up
3,CFHR2,down
3,CFHR1,up
3,CFD,up
3,CFD,up
3,CFC1,up
3,CFAP36,up
3,CFAP298,up
3,CETP,up
3,CETP,up
3,CETN3,up
3,CETN3,up
3,CETN2,down
3,CES3,up
3,CES3,up
3,CES1,down
3,CERS5,up
3,CERS5,up
3,CER1,down
3,CEP41,down
3,CEP41,up
3,CEMIP2,down
3,CELF2,down
3,CEBPE,up
3,CEBPE,up
3,CEBPB,up
3,CEACAM8,up
3,CEACAM3,up
3,CEACAM21,up
3,CEACAM16,up
3,CDSN,down
3,CDSN,up
3,CDON,up
3,CDNF,up
3,CDNF,down
3,CDKN2D,down
3,CDKN2D,up
3,CDKN1A,up
3,CDKL2,up
3,CDK5RAP3,up
3,CDK2AP2,up
3,CDK2AP1,down
3,CDHR3,up
3,CDHR1,down
3,CDH8,down
3,CDH6,up
3,CDH6,up
3,CDH2,down
3,CDH17,down
3,CDH15,up
3,CDH13,up
3,CDH11,up
3,CDH11,up
3,CDH1,up
3,CDCP1,up
3,CDC42EP4,down
3,CDC42EP4,down
3,CDC42BPB,down
3,CDC42,up
3,CDC42,up
3,CDC37,up
3,CDC25B,down
3,CDA,up
3,CD99L2,up
3,CD96,up
3,CD93,down
3,CD8B,down
3,CD8A,down
3,CD86,up
3,CD86,down
3,CD82,down
3,CD81,down
3,CD79A,up
3,CD72,up
3,CD70,down
3,CD7,down
3,CD68,down
3,CD68,down
3,CD6,up
3,CD6,down
3,CD5L,down
3,CD59,up
3,CD59,up
3,CD55,up
3,CD48,up
3,CD48,down
3,CD47,up
3,CD46,down
3,CD40LG,down
3,CD4,down
3,CD4,up
3,CD3E,down
3,CD3E,up
3,CD38,down
3,CD34,up
3,CD300LG,up
3,CD300E,up
3,CD300C,down
3,CD300A,down
3,CD248,down
3,CD248,down
3,CD247,up
3,CD226,up
3,CD226,down
3,CD207,up
3,CD200R1,down
3,CD200,down
3,CD2,up
3,CD2,down
3,CD1D,up
3,CD1D,down
3,CD163,up
3,CD160,down
3,CD14,up
3,CD109,down
3,CCT8,up
3,CCT5,down
3,CCPG1,down
3,CCNH,down
3,CCNB2,down
3,CCNB1,down
3,CCNA2,up
3,CCNA1,down
3,CCN6,up
3,CCN2,up
3,CCN1,up
3,CCL8,up
3,CCL8,down
3,CCL7,up
3,CCL4L1,down
3,CCL3L1,up
3,CCL3,up
3,CCL27,up
3,CCL27,down
3,CCL24,up
3,CCL23,down
3,CCL22,up
3,CCL22,down
3,CCL20,down
3,CCL19,up
3,CCL16,up
3,CCL15,down
3,CCL14,up
3,CCL13,up
3,CCL13,up
3,CCL11,up
3,CCL1,up
3,CCK,up
3,CCDC97,down
3,CCDC90B,up
3,CCDC9,down
3,CCDC80,down
3,CCDC69,down
3,CCDC69,down
3,CCDC69,up
3,CCDC59,down
3,CCDC59,down
3,CCDC51,down
3,CCDC50,down
3,CCDC149,down
3,CCDC134,up
3,CCDC126,down
3,CCDC115,down
3,CCDC103,down
3,CBX7,down
3,CBX5,up
3,CBX3,up
3,CBX1,down
3,CBX1,down
3,CBR4,down
3,CBR1,up
3,CBLN4,up
3,CBLN2,down
3,CBLN1,down
3,CBLN1,up
3,CBLC,down
3,CBL,up
3,CAVIN1,down
3,CAV3,up
3,CATIP,down
3,CAT,down
3,CASTOR1,up
3,CASS4,down
3,CASQ1,down
3,CASP7,down
3,CASP4,down
3,CASP3,down
3,CASP3,up
3,CASP3,up
3,CASP2,down
3,CASP2,up
3,CASP2,down
3,CASP10,up
3,CARD19,down
3,CARD17,up
3,CAPZA1,up
3,CAPZA1,down
3,CAPS,up
3,CAPN9,down
3,CAPN2,up
3,CAPN2,down
3,CAPN2,down
3,CAPG,down
3,CAP1,down
3,CAP1,down
3,CANX,up
3,CANT1,down
3,CAND1,down
3,CAMP,down
3,CAMLG,down
3,CAMK4,down
3,CAMK4,down
3,CAMK2N2,up
3,CAMK2A,down
3,CALY,up
3,CALR,down
3,CALR,up
3,CALD1,down
3,CALD1,down
3,CALCR,down
3,CALCOCO2,down
3,CALCB,up
3,CALB2,down
3,CADPS2,down
3,CADPS2,up
3,CADM2,down
3,CACYBP,down
3,CACYBP,down
3,CACNB4,up
3,CACNB4,down
3,CACNA2D3,down
3,CABP5,up
3,CABLES2,up
3,CABLES2,down
3,CAB39,up
3,CAB39,up
3,CAB39,down
3,CA9,up
3,CA9,up
3,CA9,up
3,CA7,up
3,CA6,down
3,CA6,up
3,CA4,down
3,CA3,down
3,CA2,up
3,CA2,down
3,CA13,up
3,CA13,up
3,CA13,down
3,CA12,down
3,CA11,down
3,CA10,down
3,CA10,down
3,C9,down
3,C8G,down
3,C7orf69,up
3,C7orf69,down
3,C7,up
3,C6orf89,down
3,C5orf63,down
3,C5orf46,down
3,C5,down
3,C5,up
3,C4orf36,up
3,C3orf18,down
3,C3,down
3,C3,up
3,C3,down
3,C2orf68,up
3,C2orf68,down
3,C2orf68,down
3,C2orf66,down
3,C20orf202,down
3,C1RL,down
3,C1RL,down
3,C1R,down
3,C1R,down
3,C1QTNF9,up
3,C1QTNF5,down
3,C1QTNF4,down
3,C1QTNF3,down
3,C1QTNF1,down
3,C1QL3,up
3,C1QL3,up
3,C1QL2,down
3,C1QL2,up
3,C1QL1,down
3,C1QBP,up
3,C1orf50,down
3,C1orf185,up
3,C1orf162,down
3,C1orf162,down
3,C1GALT1C1,up
3,C1GALT1C1,up
3,C19orf54,down
3,C19orf53,down
3,C19orf18,down
3,C17orf78,up
3,C17orf78,down
3,C16orf72,down
3,C15orf40,up
3,C12orf65,down
3,C12orf65,up
3,C11orf87,up
3,C11orf68,down
3,C11orf68,down
3,C11orf49,up
3,C10orf105,up
3,C10orf105,down
3,C10orf105,down
3,BZW2,up
3,BZW2,down
3,BZW2,down
3,BUD31,down
3,BUB1,down
3,BTNL9,down
3,BTNL8,up
3,BTN3A3,up
3,BTN3A3,up
3,BTN3A3,up
3,BTN3A2,up
3,BTN2A2,down
3,BTN2A1,up
3,BTK,down
3,BTK,up
3,BTK,down
3,BTG2,down
3,BTG1,down
3,BTD,down
3,BTC,down
3,BTC,down
3,BTC,up
3,BST2,down
3,BST2,down
3,BSG,up
3,BRSK2,down
3,BRPF1,up
3,BROX,down
3,BRK1,down
3,BRICD5,down
3,BRF1,up
3,BRDT,down
3,BRD4,down
3,BRD4,down
3,BRD2,down
3,BRD2,down
3,BRD1,up
3,BRAF,down
3,BPTF,up
3,BPNT1,down
3,BPHL,down
3,BOLA2,down
3,BOLA1,down
3,BNIP3L,down
3,BMX,up
3,BMX,down
3,BMT2,down
3,BMPR2,up
3,BMPR1A,up
3,BMPR1A,down
3,BMPER,down
3,BMPER,up
3,BMP8B,down
3,BMP8B,down
3,BMP6,up
3,BMP4,down
3,BMP4,up
3,BMP2,down
3,BMP2,up
3,BMP10,down
3,BMP10,down
3,BMP1,down
3,BMP1,down
3,BMI1,up
3,BLOC1S5,up
3,BLNK,down
3,BLMH,down
3,BLMH,down
3,BLK,up
3,BIRC7,up
3,BIRC2,down
3,BIN3,up
3,BIN2,up
3,BIN2,down
3,BIN2,down
3,BID,down
3,BID,down
3,BICD1,up
3,BGN,up
3,BGLAP,down
3,BET1L,down
3,BECN1,down
3,BECN1,up
3,BDP1,down
3,BDNF,down
3,BDH2,down
3,BCL7A,down
3,BCL2L2,down
3,BCL2L2,down
3,BCL2L2,down
3,BCL2L10,up
3,BCL2A1,down
3,BCL2A1,down
3,BCL2A1,down
3,BCL2,down
3,BCL2,down
3,BCL10,down
3,BCHE,down
3,BCCIP,down
3,BCAR3,down
3,BCAN,up
3,BATF3,down
3,BATF,down
3,BASP1,up
3,BAP18,down
3,BAMBI,up
3,BAMBI,up
3,BAIAP2,down
3,BAIAP2,down
3,BAGE3,up
3,BAGE2,up
3,BAGE2,up
3,BAGE2,up
3,BAG5,down
3,BAG4,down
3,BAG2,up
3,BAG1,down
3,BACH1,down
3,B9D2,up
3,B4GALT6,down
3,B4GALT5,down
3,B4GALT3,down
3,B4GALT2,down
3,B4GALT2,down
3,B4GALT1,down
3,B4GALNT1,down
3,B3GNT8,down
3,B3GNT4,up
3,B3GALT5,down
3,B3GALT2,up
3,B3GALT2,down
3,B3GALT1,down
3,B2M,down
3,AZU1,down
3,AZU1,down
3,AZGP1,down
3,AXIN2,down
3,AVEN,down
3,AUH,down
3,ATXN3,down
3,ATXN10,down
3,ATP6V1F,up
3,ATP6V1C2,down
3,ATP6V1C2,down
3,ATP6V1C1,up
3,ATP5PO,up
3,ATP5PB,down
3,ATP5PB,up
3,ATP5IF1,down
3,ATP5F1B,down
3,ATP4B,down
3,ATP2A3,down
3,ATP1B3,down
3,ATP1B3,up
3,ATP1B2,up
3,ATOX1,down
3,ATG7,down
3,ATG7,down
3,ATG4A,up
3,ATG3,up
3,ATF6,down
3,ATF5,up
3,ATF1,up
3,ATE1,down
3,ATE1,down
3,ATAD2,down
3,ATAD1,down
3,ASRGL1,down
3,ASPN,down
3,ASPH,down
3,ASPA,up
3,ASNS,down
3,ASIC4,down
3,ASH2L,down
3,ASGR1,down
3,ASF1B,down
3,ASF1A,up
3,ASCC2,up
3,ASCC1,down
3,ASCC1,down
3,ASB9,down
3,ASAP3,up
3,ASAH2,up
3,ASAH2,up
3,ARTN,down
3,ART4,down
3,ARSK,down
3,ARSA,down
3,ARRDC3,up
3,ARRB1,up
3,ARRB1,down
3,ARRB1,down
3,ARPP21,down
3,ARPP19,up
3,ARPC2,down
3,ARPC2,down
3,ARPC1B,down
3,ARPC1B,down
3,ARNT,down
3,ARMC5,down
3,ARMC3,down
3,ARL9,down
3,ARL8B,up
3,ARL8A,down
3,ARL8A,up
3,ARL8A,down
3,ARL6IP5,down
3,ARL6IP5,up
3,ARL6IP5,up
3,ARL6IP1,down
3,ARL6,down
3,ARL6,down
3,ARL5B,down
3,ARL5B,down
3,ARL5A,up
3,ARL4D,up
3,ARL3,down
3,ARL2BP,down
3,ARL11,down
3,ARL11,up
3,ARL1,down
3,ARID3A,up
3,ARHGEF7,up
3,ARHGEF2,down
3,ARHGEF10,up
3,ARHGEF1,up
3,ARHGDIB,down
3,ARHGDIB,down
3,ARHGDIA,down
3,ARHGAP6,down
3,ARHGAP6,down
3,ARHGAP6,up
3,ARHGAP45,down
3,ARHGAP45,down
3,ARHGAP45,down
3,ARHGAP36,up
3,ARHGAP30,up
3,ARHGAP30,down
3,ARHGAP30,down
3,ARHGAP25,up
3,ARHGAP22,down
3,ARHGAP1,up
3,ARHGAP1,down
3,ARFIP2,down
3,ARFIP1,down
3,ARFIP1,up
3,ARFGAP2,down
3,ARFGAP2,up
3,ARF4,up
3,ARF4,down
3,AREG,up
3,ARC,down
3,ARC,down
3,APTX,up
3,APRT,down
3,APRT,down
3,APOM,down
3,APOL1,up
3,APOF,down
3,APOE,down
3,APOD,down
3,APOD,down
3,APOC2,up
3,APOC1,down
3,APOBEC3G,up
3,APOBEC2,down
3,APOB,down
3,APOA5,down
3,APOA4,down
3,APOA1,down
3,APOA1,down
3,APMAP,down
3,APLP2,up
3,APLP2,down
3,APLP1,down
3,APLP1,up
3,APLN,down
3,APEX1,down
3,APEX1,down
3,APCDD1,up
3,APBB2,up
3,APBB2,up
3,APBB1IP,up
3,APBB1IP,up
3,APBB1,up
3,AP2B1,down
3,AP2A2,down
3,AP1G2,down
3,AP1B1,down
3,AP1AR,down
3,AP1AR,up
3,ANXA8,up
3,ANXA7,up
3,ANXA7,down
3,ANXA7,down
3,ANXA2,up
3,ANXA2,up
3,ANXA11,down
3,ANXA11,down
3,ANXA11,down
3,ANTXR2,down
3,ANTXR1,down
3,ANTKMT,down
3,ANP32B,up
3,ANP32B,down
3,ANP32A,down
3,ANOS1,down
3,ANOS1,down
3,ANKRD54,up
3,ANKRD54,up
3,ANKRD40,down
3,ANKRD2,up
3,ANKRD16,down
3,ANKRA2,down
3,ANKMY2,up
3,ANGPTL8,down
3,ANGPTL7,up
3,ANGPTL3,up
3,ANGPT4,up
3,ANGPT4,up
3,ANGPT2,down
3,ANGPT2,down
3,ANG,down
3,ANAPC10,up
3,ANAPC10,up
3,AMY2B,down
3,AMT,down
3,AMPH,down
3,AMPD2,up
3,AMPD2,down
3,AMMECR1L,up
3,AMIGO2,down
3,AMH,down
3,AMH,down
3,AMBP,down
3,ALPL,up
3,ALPI,down
3,ALPI,up
3,ALPG,down
3,ALKAL2,down
3,ALK,down
3,ALDOC,down
3,ALDH6A1,up
3,ALDH3B1,up
3,ALDH3B1,down
3,ALDH3A1,down
3,ALDH1A3,down
3,ALB,up
3,AKT3,down
3,AKT3,up
3,AKT2,down
3,AKT1S1,down
3,AKT1S1,up
3,AKT1,down
3,AKT1,up
3,AKR7A2,down
3,AKR7A2,down
3,AKR7A2,down
3,AKR1C4,up
3,AKR1C3,down
3,AKR1C2,up
3,AKR1C2,up
3,AKR1B10,up
3,AKR1B1,up
3,AKR1B1,down
3,AKR1A1,down
3,AKR1A1,down
3,AKIRIN2,up
