subtype,gene,direction
3,AK2,down
3,AK2,up
3,AIPL1,up
3,AIP,up
3,AIMP1,down
3,AIF1L,down
3,AIF1L,down
3,AIDA,up
3,AIDA,down
3,AHSG,down
3,AHCYL1,down
3,AHCYL1,up
3,AGXT,down
3,AGRP,down
3,AGO3,up
3,AGO1,down
3,AGFG2,down
3,AGFG1,down
3,AGFG1,down
3,AFP,up
3,AFP,up
3,AFM,down
3,AFAP1L1,down
3,ADSS2,down
3,ADRM1,down
3,ADPRS,down
3,ADPRH,down
3,ADPGK,up
3,ADM,down
3,ADM,down
3,ADK,down
3,ADIPOQ,down
3,ADI1,down
3,ADH5,down
3,ADH1B,down
3,ADGRG1,up
3,ADGRF1,down
3,ADGRF1,down
3,ADGRE5,down
3,ADGRB2,up
3,ADGRB1,down
3,ADCYAP1,up
3,ADCYAP1,down
3,ADCYAP1,up
3,ADAT2,down
3,ADAT1,up
3,ADAMTSL2,up
3,ADAMTS6,down
3,ADAMTS6,down
3,ADAMTS4,up
3,ADAMTS3,down
3,ADAMTS3,up
3,ADAMTS3,down
3,ADAMTS15,down
3,ADAMTS13,down
3,ADAMTS1,down
3,ADAMTS1,up
3,ADAMDEC1,down
3,ADAMDEC1,down
3,ADAM29,up
3,ADAM28,down
3,ADAM23,up
3,ADAM22,down
3,ADAM22,down
3,ADAM17,down
3,ADAM15,down
3,ADAM12,down
3,ADAM10,down
3,ADA2,up
3,ADA,up
3,ADA,down
3,ACYP2,up
3,ACYP1,down
3,ACY3,down
3,ACVRL1,down
3,ACVRL1,down
3,ACVR2B,down
3,ACVR1B,up
3,ACVR1B,up
3,ACTN1,up
3,ACTN1,down
3,ACTN1,down
3,ACSS2,up
3,ACSF2,down
3,ACRV1,down
3,ACP3,down
3,ACOX1,down
3,ACOX1,up
3,ACOT13,down
3,ACOT13,down
3,ACO1,down
3,ACLY,down
3,ACE2,down
3,ACE,down
3,ACBD6,down
3,ACBD6,down
3,ACBD4,up
3,ACAP2,down
3,ACAP2,down
3,ACAN,down
3,ACADVL,down
3,ACADVL,down
3,ACADM,down
3,ACAD8,up
3,ACAA1,down
3,ABRAXAS2,down
3,ABRAXAS1,down
3,ABR,down
3,ABL2,down
3,ABL1,up
3,ABL1,down
3,ABHD5,down
3,ABHD14B,down
3,ABHD14A,down
3,ABHD14A,down
3,ABHD14A,down
3,ABHD12,down
3,ABHD10,up
3,ABCD4,down
3,ABCC6,down
3,ABCC6,down
3,AASDHPPT,down
3,AASDHPPT,down
3,AARSD1,down
3,AARSD1,up
3,AARS1,down
3,AARS1,down
3,AARS1,down
3,AADAT,up
3,AACS,up
3,AACS,down
3,A1CF,up
